0.15744,0
0.15514,0
0.14333,0
0.10562,0
0.10365,0
0.14740,0
0.16780,0
0.15784,0
0.13854,0
0.14567,0
0.15423,0
0.08609,0
0.08995,0
0.06208,0
0.05346,0
0.06741,0
0.06756,0
0.08366,0
0.07723,0
0.08089,0
0.08966,0
0.10144,0
0.11854,0
0.15920,0
0.08562,0
0.05260,0
0.07101,0
0.06981,0
0.06926,0
0.06025,0
0.06070,0
0.06324,0
0.05719,0
0.05585,0
0.06237,0
0.09022,1
0.11169,1
0.12624,1
0.21469,0
0.08772,0
0.08360,0
0.09640,0
0.08794,0
0.08801,0
0.08342,0
0.08709,0
0.07203,0
0.07188,0
0.08430,0
0.16744,0
0.12544,0
0.09049,0
0.08312,0
0.10936,0
0.11738,0
0.10948,0
0.09998,0
0.08143,0
0.08352,0
0.08915,0
0.05120,0
0.03540,0
0.02997,0
0.06463,0
0.07862,0
0.08465,0
0.07893,0
0.08146,0
0.08533,0
0.10956,0
0.10909,0
0.11658,0
0.04817,0
0.06275,0
0.03860,0
0.06174,0
0.07394,0
0.07816,0
0.07266,0
0.08166,0
0.08118,0
0.08963,0
0.08808,0
0.09544,0
0.10111,0
0.10616,0
0.05941,0
0.04238,0
0.04835,0
0.06699,0
0.07199,0
0.06755,0
0.06585,0
0.05946,0
0.06705,0
0.07350,0
0.12147,1
0.08892,1
0.06685,1
0.05327,1
0.07408,1
0.09091,1
0.08896,1
0.08037,1
0.07627,1
0.09973,1
0.11110,1
0.12840,1
0.13166,1
0.08609,0
0.22808,0
0.16759,0
0.14001,0
0.13525,0
0.12967,0
0.10902,0
0.10068,0
0.10547,0
0.10217,0
0.09253,0
0.10069,0
0.23075,0
0.24140,0
0.19955,0
0.17603,0
0.19175,0
0.19202,0
0.17923,0
0.16455,0
0.13788,0
0.13389,0
0.13420,0
0.05065,0
0.06392,0
0.03998,0
0.07155,0
0.07263,0
0.07136,0
0.05898,0
0.05802,0
0.06152,0
0.06791,0
0.07666,0
0.08401,0
0.08588,0
0.07751,1
0.06320,1
0.07962,1
0.07349,1
0.07477,1
0.06871,1
0.08046,1
0.09230,1
0.10119,1
0.09909,1
0.10850,1
0.05109,0
0.04088,0
0.04310,0
0.03964,0
0.04489,0
0.03856,0
0.04211,0
0.04899,0
0.05816,0
0.06676,0
0.07133,0
0.08062,0
0.08546,0
0.05241,0
0.07639,0
0.16891,0
0.16033,0
0.15445,0
0.15901,0
0.14068,0
0.13100,0
0.13107,0
0.13521,0
0.13689,0
0.05637,0
0.03852,0
0.15212,0
0.16749,0
0.15096,0
0.13305,0
0.13338,0
0.13305,0
0.14096,0
0.14473,0
0.14892,0
0.05411,0
0.03729,0
0.03809,0
0.12589,0
0.12371,0
0.10780,0
0.10970,0
0.11164,0
0.11325,0
0.11805,0
0.15574,0
0.09183,0
0.07989,0
0.06813,0
0.05870,0
0.07528,0
0.08654,0
0.08186,0
0.07961,0
0.08953,0
0.10036,0
0.10370,0
0.10583,0
0.15744,0
0.15514,0
0.14333,0
0.10562,0
0.10781,0
0.15300,0
