0.01293,0
0.02862,0
0.03250,0
0.04256,0
0.03349,0
0.03327,0
0.03792,0
0.15781,0
0.09555,0
0.07935,0
0.06381,0
0.05896,0
0.06562,0
0.11195,0
0.07918,0
0.10218,0
0.11322,0
0.10040,0
0.09017,0
0.08174,0
0.08624,0
0.11109,0
0.12126,0
0.10148,0
0.09256,0
0.08568,0
0.00790,0
0.01974,0
0.03082,0
0.05023,0
0.03963,0
0.03863,0
0.04234,0
0.00788,0
0.02591,0
0.04714,0
0.05160,0
0.04678,0
0.04977,0
0.05324,0
0.08778,1
0.19419,1
0.16517,1
0.14369,1
0.13336,1
0.13424,1
0.09499,0
0.07277,0
0.05564,0
0.09682,0
0.10042,0
0.00790,0
0.03140,0
0.03788,0
0.04684,0
0.03688,0
0.03383,0
0.03441,0
0.18665,0
0.19441,0
0.15850,0
0.13354,0
0.11438,0
0.12474,0
0.00790,0
0.02355,0
0.02976,0
0.03477,0
0.02618,0
0.03211,0
0.03717,0
0.07918,0
0.06175,1
0.06813,1
0.05968,1
0.05699,1
0.06449,1
0.08627,1
0.00790,0
0.01946,0
0.02542,1
0.03615,1
0.03832,1
0.03489,1
0.03784,1
0.00788,0
0.02983,0
0.01903,0
0.01800,0
0.02205,0
0.00790,0
0.02355,0
0.02940,0
0.03614,0
0.03009,0
0.03058,0
0.03634,0
0.01293,0
0.02831,0
0.03290,0
0.02705,0
0.02519,0
0.02903,0
0.03694,0
0.00790,0
0.02424,0
0.03008,0
0.04030,0
0.03512,0
0.03035,0
0.03092,0
0.00790,0
0.02355,0
0.04143,0
0.06790,0
0.06045,0
0.05815,0
0.05979,0
0.09843,1
0.05208,1
0.10519,1
0.10159,1
0.09992,1
0.09462,1
0.10227,1
0.00790,0
0.03315,0
0.04217,0
0.05219,0
0.05524,0
0.05061,0
0.05510,0
0.00788,0
0.01242,0
0.02505,0
0.04204,0
0.03229,0
0.02967,0
0.03321,0
0.00788,0
0.02995,1
0.01830,1
0.02628,1
0.02911,1
0.06956,0
0.09600,0
0.11089,0
0.09021,0
0.08200,0
0.08200,0
0.08221,0
0.01293,0
0.02349,0
0.03085,0
0.02981,0
0.02689,0
0.03132,0
0.03839,0
0.14827,0
0.12441,0
0.11181,0
0.09046,0
0.08804,0
0.12149,0
0.00790,0
0.01946,0
0.03541,0
0.02100,0
0.02541,0
0.02233,0
0.03033,0
0.01293,0
