0.05595,0
0.02262,0
0.02454,0
0.02786,0
0.03222,0
0.02891,0
0.02518,0
0.02578,0
0.02726,0
0.03609,0
0.00534,0
0.00819,0
0.00905,0
0.00723,0
0.01386,0
0.02219,0
0.03517,0
0.05104,0
0.06786,0
0.08609,0
0.00534,0
0.01218,0
0.06001,0
0.03799,0
0.03785,0
0.05016,0
0.04635,0
0.04821,0
0.04501,0
0.05318,0
0.01461,0
0.01250,0
0.00999,0
0.00804,0
0.01371,0
0.02445,0
0.03864,0
0.05303,0
0.05904,0
0.06758,0
0.10696,0
0.07386,0
0.05131,0
0.03976,0
0.03931,0
0.03077,0
0.02978,0
0.02915,0
0.03030,0
0.03507,0
0.05364,1
0.02356,1
0.04424,1
0.05154,1
0.07364,1
0.05557,1
0.05442,1
0.09674,0
0.07715,0
0.05832,0
0.05254,0
0.05026,0
0.03980,0
0.04162,0
0.00534,0
0.01218,0
0.01424,0
0.01234,0
0.01893,0
0.02577,0
0.02478,0
0.02297,0
0.02623,0
0.00534,0
0.05884,0
0.03666,0
0.04282,0
0.03276,0
0.03101,0
0.03525,0
0.04060,0
0.04597,0
0.06179,0
0.01461,0
0.01806,0
0.01630,0
0.01270,0
0.01845,0
0.02042,0
0.02234,0
0.02421,0
0.02252,0
0.02705,0
0.04983,0
0.03974,0
0.02402,0
0.02945,0
0.03535,0
0.05118,0
0.04684,0
0.04535,0
0.05379,0
0.00534,0
0.00655,0
0.00655,0
0.00686,0
0.01262,0
0.01416,0
0.01638,0
0.01928,0
0.01907,0
0.02520,0
0.04983,0
0.03348,0
0.01912,0
0.02511,0
0.03732,0
0.03513,0
0.03512,0
0.18312,0
0.14984,0
0.14276,0
0.14659,0
0.13309,0
0.12329,0
0.11707,0
0.11927,0
0.12426,0
0.14023,0
0.00534,0
0.00819,0
0.00980,0
0.00902,0
0.01457,0
0.01094,0
0.01872,0
0.01461,0
0.01250,0
0.01095,0
0.02254,0
0.02289,0
0.02686,0
0.02878,0
0.03996,0
0.07198,0
0.10067,0
0.00534,0
0.03649,1
0.04795,1
0.05761,1
0.06963,1
0.08100,1
0.09716,1
0.00534,0
0.00655,0
0.00841,0
0.00690,0
0.01254,0
0.00937,0
0.01762,0
0.03453,0
0.05648,0
0.04563,0
0.03523,0
0.03263,0
0.02754,0
0.02511,0
0.02407,0
0.02518,0
0.02725,0
0.00534,0
0.01218,0
0.04256,0
0.03477,0
0.03616,0
0.03342,0
0.03229,0
0.03586,0
0.03280,0
0.03677,0
0.00534,0
0.00655,0
0.00638,0
0.00549,0
0.01363,0
0.02088,0
0.03422,0
0.06481,0
0.09544,0
